Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
1,Duke,ACC,35,5,77,61,15.95,9.21,13.17,12.04,25.21,2010
2,Kansas,Big 12,33,3,81.6,64.2,17.36,8.25,15.06,9.62,24.68,2010
3,Syracuse,Big East,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,2010
4,Kentucky,SEC (East),35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,2010
5,Kansas State,Big 12,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,2010
6,Ohio State,Big Ten,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,2010
7,West Virginia,Big East,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16,2010
8,Brigham Young,MWC,30,6,83.1,66.4,16.67,3,16.12,2.7,18.82,2010
9,Texas,Big 12,24,10,81.2,70,11.18,7.38,15.28,3.28,18.56,2010
10,Baylor,Big 12,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,2010
11,Wisconsin,Big Ten,24,9,67.1,56.9,10.18,7.66,2.31,15.54,17.84,2010
12,Maryland,ACC,24,9,79.7,68.3,11.36,7.95,14.63,3.13,17.75,2010
13,Purdue,Big Ten,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52,2010
14,Missouri,Big 12,23,11,77.3,66.2,11.03,6.36,11.31,6.08,17.39,2010
15,California,Pac-10,24,11,77.2,68.2,9.03,8.26,13.43,3.86,17.29,2010
16,Georgetown,Big East,23,11,73.5,66.1,7.47,9.56,9.38,7.65,17.03,2010
17,Villanova,Big East,25,8,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,2010
18,Xavier,A-10,26,9,79.8,69.5,10.29,5.94,14.53,1.69,16.23,2010
19,Tennessee,SEC (East),28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05,2010
20,Clemson,ACC,21,11,73.4,64.5,8.91,7.9,8.25,7.46,15.71,2010
21,Minnesota,Big Ten,21,14,72.4,64.1,8.31,7.32,8.09,7.55,15.64,2010
22,Washington,Pac-10,26,10,79.2,70,9.22,7.49,13.31,2.33,15.64,2010
23,Michigan State,Big Ten,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,2010
24,Texas A&M,Big 12,24,10,71.4,64.5,6.88,9.8,5.7,9.54,15.24,2010
25,Vanderbilt,SEC (East),24,9,76.9,68.9,7.97,7.86,11.84,3.4,15.24,2010
26,Marquette,Big East,22,12,73.1,64.6,8.44,8.23,5.9,9.27,15.17,2010
27,Florida State,ACC,22,10,68.2,60.4,7.84,6.79,2.6,12.03,14.64,2010
28,Butler,Horizon,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,2010
29,Pittsburgh,Big East,25,9,68.7,61.8,6.91,7.39,2.66,11.64,14.3,2010
30,Georgia Tech,ACC,23,13,72.8,65.7,7.11,9.02,7.49,6.62,14.11,2010
31,Louisville,Big East,20,13,75.9,69.8,6.09,7.99,10.13,3.95,14.08,2010
32,Arizona State,Pac-10,22,11,66.7,58.7,8,5.83,1.61,12.19,13.8,2010
33,Utah State,WAC,27,8,73.1,59.9,13.2,1.23,3.15,10.47,13.62,2010
