Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
1,Oklahoma,Big 8,27,5,101.3,80.4,20.97,9.37,22.92,3.28,26.2,1990
2,Kansas,Big 8,30,5,92.1,72.3,19.74,8.31,17.48,7.98,25.46,1990
3,Nevada-Las Vegas,Big West,35,5,93.5,78.5,15.03,9.43,21.02,3.44,24.45,1990
4,Georgetown,Big East,24,7,81.5,64.8,16.68,9.14,8.47,12.92,21.39,1990
5,Duke,ACC,29,9,89.1,76.6,12.53,8.81,17.81,3.53,21.34,1990
6,Arizona,Pac-10,25,7,78.9,66.9,12,9.03,9.61,11.43,21.03,1990
7,Arkansas,SWC,30,5,95.6,79.8,15.8,4.07,21.35,-1.48,19.87,1990
8,Syracuse,Big East,26,7,82.5,71.2,11.27,8.85,11.23,7.46,18.69,1990
9,Illinois,Big Ten,21,8,81.7,72.6,9.1,9.82,11.99,6.4,18.39,1990
10,Connecticut,Big East,31,6,79.1,66.1,12.97,7,7.97,10.33,18.3,1990
11,Minnesota,Big Ten,23,9,83.3,73.8,9.56,8.86,13.57,4.67,18.24,1990
12,Indiana,Big Ten,18,11,78.1,70.8,7.28,10.89,7.46,10.71,18.17,1990
13,Michigan,Big Ten,23,8,86.2,77.5,8.65,10.2,14.6,3.47,18.07,1990
14,Georgia Tech,ACC,28,7,88.5,80.8,7.66,10.33,17.17,0.82,17.99,1990
15,NC State,ACC,18,12,82.3,75.1,7.27,10.44,11.94,5.77,17.71,1990
16,Purdue,Big Ten,22,8,71.8,65.5,6.37,11.33,2.64,15.05,17.69,1990
17,Louisville,Metro,27,8,83.8,72.9,10.86,6.65,11.6,5.72,17.32,1990
18,Michigan State,Big Ten,28,6,76.2,68.5,7.76,8.86,6.24,10.39,16.62,1990
19,Louisiana State,SEC,23,9,91.3,81.9,9.41,7.64,17.57,-1.02,16.55,1990
20,Loyola Marymount,WCC,26,6,122.4,108.1,14.38,1.95,47.49,-31.17,16.32,1990
21,Alabama,SEC,26,9,71.8,61.5,10.31,5.79,-2.25,18.21,15.96,1990
22,Missouri,Big 8,26,6,86.8,78.2,8.59,10.12,11.82,4.03,15.85,1990
23,Clemson,ACC,26,9,79.3,69.9,9.43,6.38,7.44,8.23,15.67,1990
24,North Carolina,ACC,21,13,82.6,77.9,4.65,10.97,12.44,3.18,15.62,1990
25,Ohio State,Big Ten,17,13,75.6,73.5,2.07,11.93,6.66,7.33,13.99,1990
26,Texas,SWC,24,9,93.7,85.1,8.55,5.36,21.13,-7.22,13.91,1990
27,Oregon State,Pac-10,22,7,78.3,71.6,6.79,6.91,8.47,5.23,13.7,1990
28,Providence,Big East,17,12,83.9,77.3,6.55,7.05,13.29,0.3,13.6,1990
29,Xavier,MW Coll,28,5,84.2,73,11.12,3.85,9.63,3.87,13.5,1990
30,La Salle,MAAC (South),30,2,86.1,71.3,14.72,-1.34,12.69,0.7,13.38,1990
31,UCLA,Pac-10,22,11,80.5,75.6,4.85,8.75,11.93,1.37,13.3,1990
32,UC Santa Barbara,Big West,21,9,75.6,67.5,8.03,4.98,1.89,11.13,13.01,1990
33,St. John's (NY),Big East,24,10,71.8,66.1,5.62,7.28,1.16,11.74,12.9,1990
34,UAB,Sun Belt,22,9,80.1,69.6,10.48,2.16,6.15,6.5,12.65,1990
35,Kansas State,Big 8,17,15,72.3,68.6,3.75,8.81,-0.56,13.12,12.56,1990
36,Virginia,ACC,20,12,72.5,69.9,2.56,9.57,0.98,11.16,12.13,1990
37,Ball State,MAC,26,7,71.5,58.6,12.88,1.05,-3.46,15.48,12.02,1990
38,Notre Dame,Ind,16,13,79.4,75,4.41,7.58,7.25,4.75,12,1990
39,Georgia,SEC,20,9,82.7,76.4,6.31,5.51,10.18,1.63,11.82,1990
40,Pittsburgh,Big East,12,17,83.7,83,0.66,11.15,14.12,-2.31,11.8,1990
41,New Mexico State,Big West,26,5,80.5,72.3,8.19,4.85,6.45,5.15,11.61,1990
42,Oklahoma State,Big 8,17,14,82.6,78.8,3.77,8.78,7.9,3.22,11.11,1990
43,Missouri State,Mid-Cont,22,7,76.9,65.6,11.24,-0.24,2.07,8.93,11,1990
44,California,Pac-10,22,10,75.8,70.4,5.41,6.09,4.81,6.12,10.93,1990
45,Maryland,ACC,19,14,83.2,77.7,5.58,6.1,9.8,1.11,10.91,1990
46,Houston,SWC,25,8,81.2,73.5,7.67,4.48,7.23,3.66,10.89,1990
47,Colorado State,WAC,21,9,67.6,59.3,8.37,3.17,-3.49,14.04,10.55,1990
48,Villanova,Big East,18,15,70.5,68.8,1.67,8.9,-0.11,10.62,10.5,1990
49,New Mexico,WAC,20,14,76.9,69.6,7.24,4.64,6.24,4.24,10.48,1990
50,Hawaii,WAC,25,10,73.5,67.3,6.26,5.56,2.91,7.51,10.41,1990
51,Memphis,Metro,18,12,78.9,73.9,4.97,5.1,6.3,3.86,10.16,1990
52,Stanford,Pac-10,18,12,67.7,63.7,4.07,6.79,-3.66,13.55,9.89,1990
53,Dayton,MW Coll,22,10,89.7,83.6,6.06,3.69,17.28,-7.53,9.75,1990
54,Kentucky,SEC,14,14,88.8,87.9,0.93,8.44,16.67,-7.26,9.41,1990
55,Brigham Young,WAC,21,9,70.3,65.7,4.63,4.83,0.45,8.94,9.39,1990
56,UTEP,WAC,21,11,69.5,64,5.5,4.52,-1.3,10.69,9.39,1990
57,Cal State Long Beach,Big West,23,9,79.7,75.5,4.19,4.55,7.17,1.56,8.73,1990
58,Temple,A-10,20,11,68.6,63.9,4.74,3.93,-4.89,13.56,8.67,1990
59,Marquette,MW Coll,15,14,73.4,68.5,4.9,3.72,2.75,5.87,8.62,1990
60,Wisconsin,Big Ten,14,17,65.5,64.6,0.87,9.32,-5.32,13.91,8.59,1990
61,Mississippi State,SEC,16,14,77.3,74.8,2.5,7.1,4.83,3.65,8.48,1990
62,Seton Hall,Big East,12,16,71,72.2,-1.25,10.34,0.48,7.93,8.41,1990
63,Saint Louis,MW Coll,21,12,73.4,68.8,4.64,3.48,1.14,7.19,8.33,1990
64,Southern Illinois,MVC,26,8,80.4,71.5,8.91,-0.03,7.74,0.23,7.97,1990
65,Vanderbilt,SEC,21,14,78.3,77.8,0.46,7.6,6.72,1.18,7.9,1990
66,Wake Forest,ACC,12,16,68.8,69.4,-0.57,8.39,-1.8,9.62,7.81,1990
67,DePaul,Ind,20,15,66.5,65,1.57,6.4,-5.69,13.46,7.77,1990
68,Bowling Green State,MAC,18,11,77.1,71,6.14,2.26,3.39,4.05,7.44,1990
69,Cincinnati,Metro,20,14,72.6,69.4,3.26,3.93,-2.15,9.34,7.19,1990
70,Idaho,Big Sky,25,6,76.9,65.2,11.68,-3.92,-0.75,7.55,6.79,1990
71,Iowa,Big Ten,12,16,75.4,80.1,-4.71,11.42,6.02,0.69,6.71,1990
72,Louisiana Tech,ASC,20,8,80.4,73.8,6.57,-0.35,5.87,0.42,6.29,1990
73,Tennessee,SEC,16,14,81.9,83,-1.13,7.41,9.97,-3.7,6.28,1990
74,Oregon,Pac-10,15,14,71.3,73.9,-2.55,8.43,1.87,4.35,6.22,1990
75,Wyoming,WAC,15,14,72,69.8,2.21,3.99,1.97,4.23,6.2,1990
76,TCU,SWC,16,13,74.7,67.3,7.38,1.19,-2.12,8.31,6.19,1990
77,Iowa State,Big 8,10,18,85.3,88.9,-3.64,9.84,13.59,-7.43,6.16,1990
78,Colorado,Big 8,12,18,81.2,83.9,-2.67,9.53,8.22,-2.08,6.15,1990
79,Penn State,A-10,25,9,68.9,63.9,5.03,1.91,-5.11,11.05,5.94,1990
80,East Tennessee State,Southern,27,7,89.2,78.6,10.56,-1.89,11.18,-5.37,5.81,1990
81,Southern Mississippi,Metro,20,12,81.3,78.8,2.47,3.29,7.34,-1.58,5.76,1990
82,Auburn,SEC,13,18,77.7,79.8,-2.1,6.94,4.17,1.51,5.68,1990
83,Utah,WAC,16,14,68.1,64.7,3.33,6.25,-2.76,8.44,5.67,1990
84,Florida State,Metro,16,15,76.6,75.5,1.13,4.35,4.42,1.1,5.52,1990
85,Mississippi,SEC,13,17,76.1,78.6,-2.5,7.93,3.32,2.2,5.52,1990
86,West Virginia,A-10,16,12,78.2,73.6,4.57,0.77,3.92,1.42,5.34,1990
87,Massachusetts,A-10,17,14,74.6,70.4,4.29,0.84,2.18,3.13,5.3,1990
88,Kent State,MAC,21,8,73.3,68.5,4.79,1.44,0.66,4.6,5.26,1990
89,Arizona State,Pac-10,15,16,65.5,67.3,-1.77,7.01,-5.13,10.18,5.04,1990
90,Creighton,MVC,21,12,78.7,75.8,2.85,2.12,5.62,-0.63,4.99,1990
91,Princeton,Ivy,20,7,62.6,51,11.56,-5.41,-15.5,20.41,4.91,1990
92,Washington,Pac-10,11,17,63.8,65.1,-1.29,8.28,-7.46,12.31,4.86,1990
93,Southern California,Pac-10,12,16,74.5,75,-0.5,5.29,4.65,0.14,4.79,1990
94,Tulsa,MVC,17,13,74.8,72.5,2.23,2.52,1.26,3.49,4.75,1990
95,Northwestern,Big Ten,9,19,78.2,82.3,-4.11,11.02,8.3,-3.59,4.71,1990
96,Green Bay,Mid-Cont,24,8,65.1,59.8,5.31,-0.62,-8.67,13.21,4.54,1990
97,Miami (OH),MAC,14,15,78.2,76.1,2.07,2.44,6.81,-2.3,4.51,1990
98,Northern Iowa,Mid-Cont,23,9,77.9,72.8,5.16,0.29,3.22,1.13,4.35,1990
99,Cal State Fullerton,Big West,13,16,76,75.9,0.1,5.13,3.17,1.11,4.28,1990
100,Florida,SEC,7,21,67.8,72.5,-4.68,9.28,-5.45,9.62,4.17,1990
101,Illinois State,MVC,18,13,72.1,71.5,0.58,3.18,0.08,4.01,4.09,1990
102,Baylor,SWC,16,14,75.9,74,1.83,2.09,0.69,3.24,3.93,1990
103,James Madison,CAA,20,11,75.9,70.1,5.84,-1.96,2.01,1.86,3.88,1990
104,Old Dominion,Sun Belt,14,14,77.8,75.5,2.25,1.61,3.95,-0.09,3.86,1990
105,New Orleans,ASC,21,11,71.2,66.8,4.38,0.09,-6.22,10.05,3.83,1990
106,Evansville,MW Coll,17,15,69.3,67.9,1.41,2.91,-3.66,7.47,3.81,1990
107,Rutgers,A-10,18,17,75.8,73.9,1.91,3.11,3.52,0.26,3.79,1990
108,Louisiana-Monroe,Southland,22,8,79.8,69,10.83,-7.34,1.05,2.32,3.36,1990
109,Eastern Michigan,MAC,19,13,75.3,73,2.25,2.55,1.77,1.45,3.22,1990
110,Holy Cross,MAAC (North),24,6,85.4,76.4,9.03,-6.12,7.97,-4.98,2.99,1990
111,Fresno State,Big West,10,19,65.9,67.8,-1.9,4.82,-5.87,8.79,2.93,1990
112,Louisiana,ASC,20,9,90.4,85.2,5.24,-2.37,14.7,-11.82,2.87,1990
113,Wichita State,MVC,10,19,69.1,71.3,-2.24,4.86,-1.77,4.39,2.62,1990
114,Rhode Island,A-10,15,13,77.8,74,3.75,0.53,2.84,-0.42,2.42,1990
115,Nebraska,Big 8,10,18,80.7,86.1,-5.39,7.76,7.24,-4.88,2.37,1990
116,Pepperdine,WCC,17,11,84.6,80.6,4,-0.79,7.41,-5.08,2.32,1990
117,South Carolina,Metro,14,14,65.1,66.8,-1.75,3.95,-7.99,10.19,2.2,1990
118,Charlotte,Sun Belt,16,14,78.7,77.2,1.57,0.59,5.35,-3.24,2.12,1990
119,Pacific,Big West,15,14,68.3,69.8,-1.48,4.66,-5.81,7.76,1.96,1990
